longitude,latitude
108.54254246661664,30.26732072736154
108.96922200522978,31.568790691839244
108.07755533856262,31.164624025172348
108.05324978300705,31.13476291406122
109.02755533856316,31.152124025172338
108.04977756078482,31.088235136283416
108.06922200522928,31.09379069183897
108.14213867189598,31.0833740251723
107.69699978300685,30.866012914061063
108.03033311634036,30.832679580727717
108.07338867189594,30.827124025172157
107.64422200522904,30.818790691838817
107.87338867189582,30.806290691838807
107.62477756078458,30.79656846961658
107.81619170219882,30.768033116081213
108.2275553385627,30.777124025172125
107.61088867189568,30.74795735850544
107.9692220052292,30.75212402517211
107.99005533856256,30.75212402517211
107.81922200522914,30.74379069183877
109.63172200523016,30.739624025172105
107.76088867189576,30.735457358505435
107.6775553385624,30.727124025172092
107.79520766831156,30.663683164957007
109.5858886718968,30.72434624739432
107.51922200522895,30.71462402517209
109.07338867189652,30.706290691838756
109.13588867189657,30.706290691838756
107.97477756078476,30.617088182878128
109.3833886718967,30.67879069183873
108.02755533856258,30.685457358505406
107.50255533856227,30.67712402517207
108.05533311634038,30.653512914060943
108.19422200522936,30.646568469616497
109.33311089411887,30.637540691838712
107.81684105284818,30.60033831088631
108.0338053385626,30.6187906918387
109.24283311634106,30.6187906918387
108.0803331163404,30.616012914060924
109.14896338454024,30.594221726321447
107.55255533856231,30.610457358505364
108.19422200522936,30.592749025172026
108.04422200522926,30.602124025172024
108.5108886718962,30.602124025172024
107.91505533856252,30.593790691838688
107.50088867189562,30.58212402517201
108.49588867189618,30.580457358505345
107.7025553385624,30.56045735850533
107.88588867189584,30.56045735850533
108.07755533856262,30.54795735850533
108.44422200522948,30.54934624739422
107.76088867189576,30.54379069183866
108.42477756078505,30.516012914060862
108.73588867189632,30.51879069183865
107.79005533856244,30.510457358505302
108.46088867189616,30.510457358505302
107.594222005229,30.49379069183863
107.64422200522904,30.481290691838623
108.06088867189594,30.485457358505293
107.4067220052289,30.468790691838617
107.55255533856231,30.45629069183861
107.99005533856256,30.46045735850528
107.99422200522925,30.4437906918386
107.51505533856228,30.418790691838588
107.98422200522924,30.407124025171917
108.3775553385628,30.389624025171905
107.95315057665778,30.38010021564809
107.5602934338004,30.35212402517188
107.64422200522904,30.359531432579296
105.79422200522798,30.343790691838542
106.02477756078366,30.33545735850521
107.3247775607844,30.321915691838534
