编号,longitude,latitude,最近邻距离_m
A9246,107.7931,29.3303,3314.1368916456
57333,108.6633,31.9444,4338.717981350762
A6415,108.4008,32.0056,5954.519013167758
A7061,108.5333,31.7667,6396.415352285518
A7111,108.4564,32.1139,3737.502255822603
A7215,108.9167,31.8467,5854.361478384672
A7216,108.6967,32.0569,1150.2353411275176
A7217,108.7792,31.9736,3364.6703006709263
A7779,109.0972,31.7769,2841.096806109872
A7780,108.6131,31.9414,4748.469347512535
A7781,108.81,31.7344,6908.590322306308
A7782,108.3531,31.9383,8731.914812813913
A7783,108.5153,31.9975,2494.475670875726
A7784,108.3947,32.0589,5954.519013167758
A7785,109.1875,31.8406,956.6961373208624
A7786,108.7753,31.8825,4267.660428335898
A7787,108.9361,31.7406,5207.516075990621
A7788,108.6567,31.6844,5509.120106292126
A7789,108.8903,31.9092,4093.825958732026
A7790,108.7736,31.8264,3444.1803123248033
A7791,108.5183,31.9358,3202.430744960089
A7792,108.4775,31.8164,7638.968342256135
A7793,108.4511,32.1478,3802.401848493837
A7794,108.6508,31.8175,6038.601467827298
A7795,108.5781,31.7236,6396.415352285518
A8455,108.8092,32.0033,4212.538975942918
A8456,109.0958,31.7397,4138.568543743914
A8457,108.6647,32.0019,6044.159970786524
A8458,108.8614,31.8197,4794.913879026128
A8460,108.5489,32.1428,5152.478438890777
A8461,108.9439,31.8989,1593.840742486074
A8462,108.8472,31.8611,3845.324683545442
A8790,108.7425,31.9178,1391.8789301300556
A8791,108.6353,31.8839,4421.8123577204215
A8792,108.5389,31.9783,3084.1377605159146
A8793,109.175,31.7756,6992.793907266102
A8794,109.1381,31.7211,4503.519844515365
A8795,109.0322,31.8922,3851.3095236910126
A8796,108.5978,32.0239,5110.923987225186
A8797,108.7022,31.9236,3857.8086483348347
A8798,108.85,31.8956,3845.324683545442
A8799,108.7419,31.8417,3444.1803123248033
A8900,108.5142,32.0422,2957.4399654815297
A8901,108.9906,31.7339,5207.516075990621
A8902,109.0703,31.7883,2841.096806109872
A8903,108.4633,32.0808,3737.502255822603
A8904,108.4856,31.9281,2747.6462049936304
A8905,108.8664,31.7739,5114.603039498699
A8906,108.5375,32.0097,1328.0332340067785
A8907,108.4942,32.1414,4119.779467256157
A8908,108.5711,31.9839,3100.2208797175003
A8909,108.7319,31.9633,4606.508883353497
A8910,108.5333,32.0211,1328.0332340067785
A8911,108.8136,31.9656,859.6456721743588
A8912,108.7086,32.0592,1150.2353411275176
A8913,108.7392,31.9056,1391.8789301300556
A8914,108.7244,32.0217,4427.777249015095
A8915,108.8106,31.9583,859.6456721743588
A8916,108.9964,31.8756,3851.3095236910126
A8917,108.4567,31.9311,2747.6462049936304
A8918,108.6039,31.8544,4421.8123577204215
A8919,108.5592,31.8947,5982.341854317766
A9029,108.955,31.8881,1593.840742486074
A9180,108.7108,31.6661,5509.120106292126
A9939,108.7383,31.7831,5857.419120313805
57523,107.7594,29.9006,2405.6829830575884
A7010,107.7333,29.8667,2916.5729333642466
A7044,107.9931,29.8483,3370.63175573405
A7045,107.8333,29.7667,2640.047129652122
A7046,107.8286,29.9572,6945.659946150058
A7047,107.7333,29.9833,5666.000579080122
A7048,107.5667,30.15,5228.008780006771
A7102,108.1461,29.725,6479.359734214904
A7103,107.8,30.1833,3704.33099204217
A7184,107.6333,30.5167,1891.9263300766588
A7185,108.1,29.8,4046.4531157305614
A7527,107.865,29.7981,4399.587731208816
A7528,107.6167,30.0,3338.203557653497
A7529,107.7,30.2167,3707.1385676534833
A7530,107.7303,29.8406,2916.5729333642466
A7531,107.7428,30.0472,4236.520610628977
A7532,108.0333,29.9167,2934.6454198228043
A7533,107.6667,30.1167,5269.159718960139
A7534,107.7,29.8833,1745.976072579288
A7535,107.6403,29.9064,2838.3598732820064
A7536,107.5089,29.9944,2538.452215961968
A7537,107.6406,29.8422,1613.4474021297287
A7538,107.9158,30.0442,2077.1639797900684
A7539,107.7011,30.0594,4236.520610628977
A7540,107.7333,30.1333,6665.984125414286
A7541,107.6833,29.7667,5492.682550247264
A7542,108.0042,29.7461,3694.232951817303
A7543,107.7728,29.8628,3476.6976230658474
A7545,107.8667,30.0167,3338.9449941357566
A7594,107.7503,29.9275,3117.079574363505
A7595,108.1011,29.6281,6315.1432851551635
A7596,107.7578,29.6711,5140.1367761273295
A7597,107.9244,29.81,5567.415061494446
A7956,107.9583,29.8511,3370.63175573405
A7957,107.6411,30.1831,2671.6757693703507
A7958,107.8939,29.7675,4399.587731208816
A7959,107.9011,29.7128,6121.957909601437
A7960,108.0117,29.8981,2934.6454198228043
A7961,107.97,29.9481,6860.093420655503
A7962,108.0611,29.8136,4046.4531157305614
A7963,107.6914,30.1842,3707.1385676534833
A8296,107.8903,29.9947,2859.423835350399
A8297,107.7822,29.9094,2405.6829830575884
A8298,107.6997,29.7194,5492.682550247264
A8299,107.665,29.9203,2838.3598732820064
A8300,107.9178,30.0044,2859.423835350399
A8340,107.8214,29.7022,3032.563924331384
A8341,107.9178,30.0628,2077.1639797900684
A8342,107.6289,29.9719,3338.203557653497
A8343,108.0094,29.6683,7116.290443300088
A8344,108.0711,29.7044,7185.952339838784
A8828,107.7283,29.8106,3341.42239411498
A8829,107.8086,29.7769,2640.047129652122
A8830,107.6747,29.9878,4752.433572403583
A8831,107.5261,30.0117,2538.452215961968
A8832,107.8122,30.1517,3704.33099204217
A8833,107.7906,29.7075,3032.563924331384
A8834,107.8078,29.8553,3476.6976230658474
A8835,107.6125,30.1236,5269.159718960139
A9088,108.1664,29.63,4911.552814650583
A9089,107.6575,30.2025,2671.6757693703507
A9090,107.9819,29.7731,3694.232951817303
A9091,107.8994,30.1172,3086.1087889808828
A9240,107.6886,29.8711,1745.976072579288
A9241,107.6358,29.8561,1613.4474021297287
57425,107.4031,30.3114,975.281374418357
A7014,107.3369,30.3325,2830.7509644290067
A7043,107.4394,30.2803,3651.6879046601002
A7101,107.4025,30.1256,3055.872918095499
A7175,107.3206,30.1431,771.0915613100819
A7176,107.325,30.0256,4497.419221351049
A7177,107.5411,30.4156,2702.8101315812096
A7544,107.5067,30.2153,3162.9142098892994
A7546,107.4036,30.4228,2360.449321262301
A7547,107.4131,30.2372,3295.8846571307654
A7548,107.5211,30.1244,5228.008780006771
A7549,107.3064,30.1764,3002.9239089375383
A7550,107.6064,30.4725,3434.245664608703
A7551,107.5389,30.2094,2000.6316784965904
A7552,107.4775,30.4117,2056.043081134465
A7553,107.5194,30.3497,5626.496000987083
A7554,107.4058,30.3931,3309.2216092891076
A7555,107.4308,30.1514,2134.3876701822483
A7556,107.3625,30.0775,5317.841915485187
A7557,107.2733,30.0889,3401.6855381392347
A7558,107.4122,30.3075,975.281374418357
A7559,107.2986,30.2583,6433.239917490216
A7560,107.3769,30.2683,4903.962223447215
A7561,107.3386,30.2119,1863.821076546185
A7964,107.4472,30.0764,4329.763326103792
A7965,107.3792,30.4131,2576.348813255205
A7966,107.4617,30.4242,2056.043081134465
A7967,107.4375,30.1697,2134.3876701822483
A7968,107.5075,30.4403,1754.3760366587496
A7969,107.4761,30.2717,3651.6879046601002
A7970,107.5008,30.1797,3214.280296787969
A7971,107.3714,30.0303,4497.419221351049
A7972,107.5258,30.4403,1754.3760366587496
A8345,107.4492,30.0375,4329.763326103792
A8346,107.565,30.2572,3485.4039861654546
A8347,107.4847,30.4492,2399.286373185252
A8348,107.5192,30.4003,2702.8101315812096
A8349,107.3214,30.15,771.0915613100819
A8350,107.37,30.2086,2001.2137216756098
A8351,107.4272,30.1886,2323.1217750481387
A8352,107.4456,30.2467,3295.8846571307654
A8353,107.3686,30.3614,4423.264554624527
A8354,107.3964,30.4431,2360.449321262301
A8872,107.3231,30.355,2830.7509644290067
A8873,107.2869,30.1975,3002.9239089375383
A8874,107.3519,30.1997,1863.821076546185
A8875,107.4339,30.1214,3055.872918095499
A8876,107.4758,30.1989,3214.280296787969
57437,108.0239,30.2956,6057.3225991765385
A7053,107.6517,30.2617,5598.225485156822
A7106,108.0714,30.4989,3986.4060278727293
A7193,107.8756,30.4903,2637.0348851931376
A7194,107.8428,30.3181,3283.150066435767
A7195,108.0083,30.2047,5149.492621931691
A7196,107.8375,30.2061,4406.436134655222
A7197,107.9967,30.4819,4442.131955267824
A7626,108.1928,30.4261,4153.250029636566
A7627,107.7361,30.3756,5032.476466695253
A7628,107.9275,30.1306,3086.1087889808828
A7629,108.0639,30.1939,2555.635661256611
A7630,107.715,30.3192,4850.685893320215
A7631,107.9425,30.4208,5052.055782418808
A7632,108.1244,30.4156,953.5422400227378
A7633,108.085,30.5619,6067.203463962817
A7634,107.5861,30.2317,3245.0446431998234
A7635,107.8392,30.4331,6051.618486582471
A7636,107.7281,30.48,2581.7465893329604
A7637,108.1611,30.4964,3885.5516908565237
A7638,107.6886,30.3564,3953.347249739948
A7639,107.8783,30.1386,1516.7590402610758
A7640,108.0456,30.0817,6694.3216788644195
A7641,108.0039,30.1469,4907.2308425790725
A7642,107.9483,30.3094,5275.89972325464
A7643,107.8836,30.3181,3916.289064542393
A7644,107.8669,30.3842,3754.4768594792918
A7645,107.9892,30.3411,3960.8528939911184
A7646,108.0522,30.4136,6194.919603135968
A7973,107.8069,30.3594,5741.014701048365
A7974,107.7736,30.4472,5685.0447923501415
A7975,108.0275,30.5283,3352.8012684351766
A7976,107.8708,30.1506,1261.7237842351149
A7977,107.6883,30.4228,6968.67419844531
A7978,108.0481,30.4692,3986.4060278727293
A7979,107.9925,30.5278,3352.8012684351766
A7980,107.7633,30.5058,3860.7953975511023
A7981,108.2117,30.4861,4298.4218641219995
A8355,108.0053,30.3739,3960.8528939911184
A8356,107.9097,30.1747,2603.0603802319242
A8357,107.9372,30.215,1889.6032038626481
A8358,108.0969,30.2892,3134.5159383894356
A8359,107.8853,30.3544,3754.4768594792918
A8360,108.0778,30.25,3879.504499396273
A8361,108.1092,30.4467,3050.750341301734
A8362,108.1383,30.5253,3885.5516908565237
A8363,107.9547,30.465,4442.131955267824
A8364,107.8533,30.5042,2637.0348851931376
A8365,107.6128,30.2992,5598.225485156822
A8366,107.6581,30.3325,3953.347249739948
A8592,108.1269,30.4239,953.5422400227378
A8593,107.8533,30.29,3283.150066435767
A8594,108.0519,30.1619,3740.535342854142
A8595,107.5589,30.2144,2000.6316784965904
A8596,108.0736,30.2153,2555.635661256611
A9157,107.9219,30.1956,2603.0603802319242
A9158,107.9711,30.0608,5134.283044209993
A9247,107.8836,30.1531,1261.7237842351149
A9248,107.9567,30.2172,1889.6032038626481
57339,108.6858,30.9422,6740.268623537306
A7057,108.75,30.8667,4626.471061412545
A7058,108.9958,31.1544,4134.470530520301
A7109,108.7333,31.1833,3586.441027663538
A7191,108.5,31.0333,3960.4126368270813
A7192,109.0561,30.9331,4809.221745773474
A7647,108.6289,31.1708,3776.4498127533616
A7648,108.8833,31.3361,4435.423196777004
A7649,108.8422,31.1083,3525.135834091193
A7650,108.8778,30.7414,668.4112230122932
A7651,109.0414,31.2222,4658.337694870152
A7652,109.0436,30.8258,829.4766557998504
A7653,108.8664,30.8061,6419.239121837111
A7654,108.7361,31.3747,4232.277757991309
A7655,108.8481,31.0042,7876.977428368239
A7656,108.6903,31.2361,4456.028784894892
A7657,108.6878,31.1069,5963.183172992951
A7658,108.6117,31.1353,927.4969333314598
A7659,108.6608,30.9989,6277.732054534443
A7660,108.5764,30.9572,6448.496711750752
A7661,108.8469,31.2875,6415.735988446667
A7662,108.6786,31.29,4878.451621020358
A7663,108.9583,30.9283,849.2119373012408
A7664,108.8144,31.2194,4108.920120868502
A7665,108.8494,30.8833,7758.719824911662
A7666,108.7642,30.7811,5513.272614305439
A7667,108.9022,30.6508,1046.1987665704896
A7668,108.9331,31.1586,3448.050076019024
A7669,108.9936,30.6656,5313.886226881297
A7670,109.1564,30.9656,4776.882589567222
A7671,108.9039,31.3719,4435.423196777004
A7673,109.0225,30.9864,6737.235520533164
A7675,109.0342,31.0836,6094.873924445586
A8479,108.7647,31.4039,4232.277757991309
A8480,108.3408,31.065,2834.4215094914575
A8481,108.9289,31.1278,3448.050076019024
A8482,108.7186,31.1536,3586.441027663538
A8483,108.9736,31.2931,4482.2120411312535
A8484,108.6256,30.9053,3652.3547270790964
A8485,108.7656,31.0,5467.935973708984
A8486,108.7811,30.9433,6475.627444118476
A8920,108.7803,31.1281,6290.404138148958
A8921,109.0383,31.1383,4423.053129938754
A8922,109.0264,31.1808,4134.470530520301
A8923,108.5758,31.0497,5290.549724235435
A8924,108.9975,31.2408,4658.337694870152
A8925,108.86,31.1361,3525.135834091193
A8926,108.8167,31.1825,4108.920120868502
A8927,108.9728,30.7508,4042.5410832495286
A8928,108.7867,31.3378,5298.576597228897
A8929,108.7178,31.0272,5467.935973708984
A8930,108.5497,31.0917,5290.549724235435
A8931,108.6486,31.2544,3834.706444167668
A8932,108.8658,30.6117,5570.642355699265
A8933,108.9381,30.6678,3919.806311817432
A8934,108.9553,30.7839,4042.5410832495286
A8935,108.8006,30.8275,6221.397318285768
A8936,108.7172,30.8217,3811.819610273976
A8937,109.0067,30.7183,4853.63632346571
A8938,109.0378,30.8928,4809.221745773474
A8939,108.6281,31.2247,3834.706444167668
A8940,108.9569,31.3308,4482.2120411312535
A8941,108.7575,31.2972,5298.576597228897
A8942,108.8894,31.2344,7154.11711529827
A8943,109.1619,31.0083,2869.3198186811805
A8944,108.8792,30.7078,3738.545379981784
A8945,108.4608,31.0011,5174.397044734686
A8946,109.1083,30.9975,4566.938606635358
A8947,108.9267,31.0319,5812.546398237739
A8948,108.9681,31.0703,5812.546398237739
A8949,108.9203,30.8406,6419.239121837111
A9265,108.8811,30.7467,668.4112230122932
A9266,108.6211,31.1375,927.4969333314598
A9267,108.7053,30.8828,4626.471061412545
A9268,108.9672,30.9281,849.2119373012408
A9269,109.1414,31.0272,2869.3198186811805
A9270,108.9442,30.9492,2685.007211870783
57348,109.4783,31.0281,1466.3063516479472
A7059,109.26,31.33,3631.220084548686
A7060,109.3853,30.6394,4148.594987860514
A7110,109.3694,31.0319,2183.2746003893785
A7201,109.5022,30.9811,5420.814657552435
A7202,109.3481,31.1522,2574.9852989700985
A7676,109.4636,31.0242,1466.3063516479472
A7677,109.1583,30.7103,7402.943203959895
A7678,109.1783,30.8942,8209.517970497242
A7680,109.6206,31.0908,4148.977888413213
A7681,109.1978,31.1269,1675.224957899149
A7682,109.2528,30.9808,5143.27707891241
A7683,109.2708,30.88,2456.687516222343
A7684,109.1183,30.6533,4594.423784208849
A7685,109.5081,30.8361,4386.952368469717
A7686,109.0486,30.8197,829.4766557998504
A7687,109.3922,30.8611,1584.2681935914359
A7688,109.5428,30.9269,7163.160305639594
A7689,109.1258,30.6011,2103.9309085520467
A7690,109.3453,31.3894,3644.902720145424
A7691,109.3225,31.1447,2574.9852989700985
A7692,109.6581,30.7542,11890.746224031289
A7693,109.2956,31.3181,3631.220084548686
A7694,109.3372,30.6706,5762.421850576844
A7695,109.435,31.1083,2630.8147426241485
A7696,109.5069,31.1311,4525.898223374473
A7697,109.5233,31.1919,5035.225105649365
A7698,109.4719,30.9,5558.042944777044
A7699,109.0981,31.1247,4251.113869622699
A7701,109.3525,30.615,4148.594987860514
A7702,109.5583,30.8306,4831.896536583129
A7703,109.4544,31.2225,3892.7629224236775
A7704,109.0931,31.3572,5982.910955204976
A7982,109.4836,30.7397,3645.978622490693
A7983,109.4569,30.9483,5558.042944777044
A7984,109.515,31.0286,2795.461294996722
A7985,109.1808,31.1308,1675.224957899149
A7986,109.3664,30.5486,7502.286805315973
A7987,109.1242,30.8278,7274.891145292845
A7988,109.4764,30.7719,3549.71243457516
A7989,109.5836,31.0711,4148.977888413213
A7990,109.4986,30.7975,3549.71243457516
A7991,109.4431,30.7878,3639.4991734450837
A8109,109.2686,30.7714,7065.430888765239
A8111,109.4847,31.0917,2356.8665704478235
A8112,109.5008,31.0506,2512.7543785231037
A8367,109.4344,30.6583,1308.6697827252187
A8368,109.4461,30.6522,1308.6697827252187
A8369,109.2744,31.0414,2691.992584887696
A8370,109.5842,31.1542,2811.33462273808
A8371,109.1128,31.0886,4251.113869622699
A8372,109.7033,31.1275,5358.773963187045
A8373,109.2114,31.26,5259.573387412035
A8374,109.3219,31.2181,7739.997610080264
A8375,109.2364,31.3022,3818.5986758880404
A8376,109.2644,30.9014,2456.687516222343
A8377,109.5736,31.1778,2811.33462273808
A8378,109.5172,31.0683,2512.7543785231037
A8534,109.5511,31.1161,4525.898223374473
A8535,109.1811,31.1131,1968.357367874608
A8536,109.2136,31.1142,2063.093423071239
A8537,109.1944,31.1489,2392.907581875936
A8538,109.24,30.83,6289.266568941186
A8539,109.1392,30.6161,2103.9309085520467
A8541,109.6478,31.1356,5358.773963187045
A8542,109.4072,30.8672,1584.2681935914359
A8543,109.3939,30.9214,6158.929537481584
A8544,109.1269,31.2258,8139.875273895183
A9004,109.4617,31.1144,2630.8147426241485
A9045,109.2839,31.0186,2691.992584887696
A9243,109.475,31.0722,2356.8665704478235
A9909,109.3883,31.0208,2183.2746003893785
57349,109.8567,31.0758,1165.294234542923
A7012,109.8667,31.0667,946.4042705332705
A7063,109.75,30.9333,3815.2299936739714
A7064,110.0917,31.2039,3349.005997690139
A7113,109.8667,31.2667,4951.870249434425
A7204,109.7414,31.2383,3604.5977864986335
A7205,110.1,30.9283,4723.251820964111
A7706,109.8161,31.2561,4951.870249434425
A7707,109.8736,31.0353,3552.853365499219
A7708,109.9744,31.4036,4019.802234381073
A7709,109.9214,31.2703,3773.2857698320604
A7710,109.6408,31.3033,1066.689027095337
A7711,110.0042,30.9619,5380.603613873288
A7712,109.8478,30.9561,4470.425566274658
A7713,109.6525,30.9844,8679.431610754164
A7714,109.64,30.86,4170.790149823367
A7715,109.7458,31.0356,4803.731948499631
A7716,109.8689,31.1919,4997.763483878195
A7717,109.8689,31.075,946.4042705332705
A7718,109.9033,31.3408,2357.9485174356905
A7719,109.7119,30.8511,2803.4353636716605
A7720,110.0992,31.0881,4869.5878623529225
A7721,110.0531,30.8486,8766.018795856806
A7722,109.9433,31.1822,4523.201133036562
A7723,110.0317,31.2817,2333.370713986852
A7724,110.0944,31.1317,4869.5878623529225
A7725,110.0667,31.0167,3902.4609497444135
A7726,109.7422,31.0839,4551.721932566674
A7727,110.0356,31.2,2877.1800006466624
A7729,109.9725,31.0886,3198.6507763122067
A7730,109.7672,31.3289,4916.400472731946
A7992,110.1269,31.2031,3349.005997690139
A7993,109.8092,31.0986,4548.925794151996
A7994,109.7647,31.1358,5916.528052599783
A7995,109.6517,31.2736,3461.1007090166177
A7996,109.8258,30.9206,4470.425566274658
A7997,109.7703,30.8942,4759.525441029907
A7998,109.6053,30.8828,3589.6800419670326
A7999,109.7081,30.8761,2803.4353636716605
A8015,109.6983,31.2517,4359.895043611683
A8379,109.9583,31.1436,3268.3571773961107
A8380,110.04,31.2256,2877.1800006466624
A8381,109.81,31.0361,3967.06381424471
A8382,109.9675,31.0281,3029.9139813255665
A8383,109.73,31.2933,5306.530537441203
A8384,109.7839,31.0639,3967.06381424471
A8385,110.0603,31.2925,2212.239412076856
A8386,109.6261,30.9097,3589.6800419670326
A8387,109.9075,31.3617,2357.9485174356905
A8388,110.0542,31.2733,2212.239412076856
A8389,109.9664,31.3681,4019.802234381073
A8390,109.9611,31.2706,3773.2857698320604
A8823,109.7722,31.2194,3604.5977864986335
A8824,109.8189,31.1781,4997.763483878195
A8825,109.9161,31.1342,947.1876046559199
A8826,109.8836,31.0744,1401.5860489551883
A8827,110.1525,31.2361,4403.507367992929
A9011,109.7842,30.9511,3815.2299936739714
A9012,110.0511,30.935,4723.251820964111
A9253,109.9864,30.9028,5568.548680378132
A9254,109.9394,30.9325,5568.548680378132
A9255,109.9297,31.0489,3269.507073502252
A9256,109.9606,31.0617,856.3153329926283
A9257,109.9656,31.0553,856.3153329926283
A9258,110.0053,31.0164,899.5076174855999
A9259,110.0261,31.0117,2049.948369495673
A9260,110.115,31.0303,1111.0241885348996
A9261,110.1097,31.0392,905.3825522146136
A9262,110.1022,31.0342,905.3825522146136
A9263,110.0039,31.0244,899.5076174855999
A9264,109.9244,31.1389,947.1876046559199
57345,109.6203,31.3983,827.3872090117736
A7062,109.23,31.3978,2638.8635550991758
A7099,109.5214,31.5764,858.5260987141558
A7112,109.0697,31.5419,6684.118568224686
A7203,109.4297,31.3267,3813.0743981175337
A7731,109.4819,31.3192,2210.7433053258783
A7733,109.6747,31.6122,3440.6292028967996
A7734,109.0878,31.6,6684.118568224686
A7735,108.8669,31.5242,4317.698766871207
A7736,109.0603,31.47,7280.181664763448
A7737,109.3808,31.4019,2052.1496113680364
A7738,109.3011,31.3867,4206.306906084064
A7739,109.4553,31.2575,3892.7629224236775
A7740,109.3731,31.3122,5613.089788888693
A7741,109.6711,31.3864,2521.424581627937
A7742,109.7406,31.3922,2428.2196485274794
A7743,109.2303,31.6322,6558.965227496584
A7744,109.6208,31.5022,1670.2694804012651
A7745,109.5467,31.4661,4872.405433724235
A7746,109.4228,31.6536,4687.2914772128015
A7747,109.6256,31.665,5088.179073709004
A7748,109.6239,31.4642,1842.835787214428
A7749,109.6211,31.4478,1842.835787214428
A7750,109.4339,31.4319,3813.845848376741
A7751,109.5606,31.2939,2329.1384825022396
A7752,109.3447,31.4683,1351.1572083155454
A7753,109.5003,31.3983,2250.9108625913773
A7754,109.0511,31.405,5321.3178405768695
A7755,108.9014,31.4328,4980.116956306166
A7756,108.8667,31.3992,4656.659152278626
A7757,109.3231,31.5908,9249.930513434425
A8110,109.5722,31.5675,3632.979691779846
A8487,109.5386,31.4186,2153.3947884595204
A8488,109.5106,31.4242,2458.0212225653263
A8489,109.4992,31.4828,4872.405433724235
A8490,109.3836,31.3836,2052.1496113680364
A8491,109.7244,31.3753,2428.2196485274794
A8492,109.3939,31.4353,3813.845848376741
A8493,109.2408,31.4197,231.04289947321288
A8494,109.5228,31.4047,2153.3947884595204
A8517,109.7586,31.3725,2778.1571564968785
A8760,109.6744,31.3639,2521.424581627937
A8761,109.6517,31.3056,1066.689027095337
A8762,109.7919,31.4169,5589.93058569764
A8763,109.4381,31.5689,3868.526965457384
A8764,109.5894,31.5383,3547.574052743002
A8765,109.3742,31.6617,4687.2914772128015
A8766,108.9286,31.6358,5860.898414552214
A8767,109.1069,31.4097,5321.3178405768695
A8768,109.4875,31.6744,4985.086109768447
A8769,109.4722,31.6217,5869.691286654461
A8770,108.9689,31.4189,6588.552603700738
A8771,109.1697,31.6608,6558.965227496584
A8772,109.4789,31.5675,3868.526965457384
A8773,108.9111,31.5336,4317.698766871207
A8774,109.5717,31.3975,3822.5012804707753
A8775,109.2544,31.4253,1236.1818931377995
A8776,109.8211,31.47,6521.963583575606
A8777,109.2422,31.4214,231.04289947321288
A8778,109.5297,31.5733,858.5260987141558
A8779,109.1889,31.4828,8495.604092988196
A8780,109.2156,31.3775,2638.8635550991758
A8781,109.59,31.5064,2957.102189882665
A8782,109.3203,31.4425,2659.556059672512
A8783,109.4603,31.3489,3813.0743981175337
A8784,109.4992,31.3325,2210.7433053258783
A8785,109.54,31.6781,4985.086109768447
A8786,109.3044,31.4622,2659.556059672512
A8787,109.3544,31.4772,1351.1572083155454
A8788,109.6336,31.365,3087.5699496824896
A8789,109.5431,31.3733,1923.4655717470382
A9142,109.5508,31.3131,2329.1384825022396
A9145,109.6728,31.6431,3440.6292028967996
A9146,108.9275,31.5831,5719.288579648851
A9249,109.6369,31.5083,1670.2694804012651
A9250,109.5592,31.3628,1923.4655717470382
A9251,109.6286,31.3953,743.8702448410579
A9252,109.6225,31.3911,743.8702448410579
57438,108.1206,29.9933,1404.9476724715175
A7004,108.1458,30.0297,4072.3006286256373
A7068,108.2178,30.3956,4153.250029636566
A7115,108.2686,30.2036,787.3696441901167
A7208,108.3831,30.25,3504.2984131683484
A7209,108.4,30.0167,7542.548235110916
A7210,108.3444,29.7781,6629.643315290345
A7211,108.3597,30.4253,6817.984262199315
A7893,108.5531,30.1436,9540.500369416064
A7894,108.2686,29.9369,3357.8609798912544
A7895,108.1106,30.0025,1404.9476724715175
A7896,108.0869,29.9422,3432.793428221829
A7897,108.2453,30.1056,1112.2452445012816
A7898,108.1281,30.2975,3134.5159383894356
A7899,108.1403,30.3497,5059.393052846286
A7901,108.4022,30.5142,6075.408126262302
A7902,108.3897,29.9164,6697.638201527257
A7903,108.4694,29.9281,4162.441760462276
A7906,108.4856,30.2514,4198.038720379401
A7907,108.1881,30.03,3515.652902682181
A7908,108.2264,30.2642,7863.988688654944
A7909,108.265,29.8389,8948.362412256025
A7910,108.1461,30.1972,4593.348700142882
A7911,108.1147,30.0747,5830.733584540469
A7912,108.1783,30.1283,6078.604114446094
A7913,108.1083,29.8969,2257.7714366795117
A7914,108.1925,30.3433,5059.393052846286
A8016,108.3458,29.9631,4208.9018232798735
A8017,108.4606,30.0597,7542.548235110916
A8018,108.3014,30.0175,5248.323512516467
A8019,108.1175,30.2303,4398.068873055885
A8020,108.2583,30.3733,4608.770682580673
A8021,108.0831,29.8625,4531.508117182365
A8022,108.2061,29.7511,6479.359734214904
A8023,108.3808,30.2825,3620.5794735488303
A8391,108.4167,30.2103,2337.677200608328
A8392,108.2342,30.1028,1112.2452445012816
A8393,108.3125,29.9386,4208.9018232798735
A8394,108.2717,30.1403,3982.5673180585286
A8395,108.3075,30.3358,5268.320700441226
A8396,108.3186,30.2894,5268.320700441226
A8397,108.3308,30.0964,7492.724405821071
A8398,108.3639,29.8414,7285.744794296564
A8399,108.3803,30.1997,2706.390193012395
A8400,108.2733,30.1978,787.3696441901167
A8401,108.4964,29.9983,5592.642709318951
A8402,108.4547,29.9633,4162.441760462276
A8846,108.24,29.9164,3511.6884158950643
A8847,108.1078,29.9172,2257.7714366795117
A8848,108.1678,29.9172,5782.672516575321
A8849,108.5133,30.2222,4198.038720379401
A8850,108.2556,30.1733,3211.853871805606
A8851,108.2361,29.9478,3357.8609798912544
A8852,108.2153,30.0511,3515.652902682181
A8853,108.2544,29.9936,5248.323512516467
A9517,108.3953,30.2203,2337.677200608328
57635,109.0161,28.3664,3166.2567167138886
A7018,108.9889,28.4522,4665.512264680264
A7073,108.9094,28.3792,5330.785428343223
A7119,108.9222,28.4258,5330.785428343223
A7218,108.95,28.2667,3948.293386464593
A7219,108.8833,28.5333,4115.678029116784
A7220,109.1036,28.6728,5948.562275463833
A7849,109.0414,28.6056,5677.642691177285
A7850,109.185,28.7428,2402.9733604802714
A7851,109.2858,28.5675,9595.627620814854
A7852,109.0308,28.2672,4630.977426397307
A7853,108.8047,28.33,3291.403048325692
A7854,109.0136,28.5083,2813.875108573739
A7855,109.1219,28.6106,3306.692838378088
A7856,109.1697,28.5225,3850.7333033016994
A7857,109.1711,28.4611,1241.754304968126
A7858,109.0564,28.3831,4058.2669182234386
A7859,109.0689,28.3483,3396.4778953362224
A7860,108.7222,28.2828,9632.128066407866
A7861,108.9075,28.5636,4115.678029116784
A7862,109.1578,28.5847,1768.5642903039366
A7863,109.0044,28.645,2862.16470482356
A7864,109.1681,28.8008,4263.078920938609
A7865,108.9942,28.1886,8993.120115693211
A7866,108.8417,28.4906,1734.5079884448144
A7867,109.1639,28.4519,1241.754304968126
A8025,109.1772,28.7633,2402.9733604802714
A8026,109.1642,28.6669,2295.0506025355085
A8027,109.1189,28.4339,2068.8035160691798
A8028,109.0981,28.5803,4092.7745316986934
A8029,109.225,28.4956,2690.2983255048252
A8030,109.0347,28.3431,3166.2567167138886
A8077,109.1083,28.3456,3867.4093993751467
A8078,109.1156,28.7825,5333.516347468545
A8079,109.2081,28.5147,2690.2983255048252
A8096,109.1403,28.7397,4371.6703597710775
A8097,109.1792,28.6828,2295.0506025355085
A8098,109.1194,28.4153,2068.8035160691798
